id_specific_price;id_specific_price_rule;id_cart;id_product;id_shop;id_shop_group;id_currency;id_country;id_group;id_customer;id_product_attribute;price;from_quantity;reduction;reduction_tax;reduction_type;from;to
77;0;2942;3358;1;1;0;0;0;0;33582;27.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
78;0;2943;3283;1;1;0;0;0;0;32831;594.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
79;0;2947;2791;1;1;0;0;0;0;27911;26.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
85;0;2956;222;1;1;0;0;0;0;2222;14.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
94;0;2968;2701;1;1;0;0;0;0;27012;39.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
95;0;2968;682;1;1;0;0;0;0;6822;69.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
101;0;2971;3298;1;1;0;0;0;0;32981;39.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
103;0;2973;2759;1;1;0;0;0;0;27591;99.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
107;0;2934;111;1;1;0;0;0;0;1112;24.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
116;0;2984;186;1;1;0;0;0;0;1861;55.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
121;0;2989;98;1;1;0;0;0;0;981;49.500000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
131;0;2999;180;1;1;0;0;0;0;1802;19.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
142;0;3007;1982;1;1;0;0;0;0;19821;15.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
143;0;3008;443;1;1;0;0;0;0;4431;144.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
144;0;3009;2002;1;1;0;0;0;0;20022;12.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
145;0;3010;2794;1;1;0;0;0;0;27941;138.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
148;0;3013;222;1;1;0;0;0;0;2222;42.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
149;0;3014;118;1;1;0;0;0;0;1181;98.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
150;0;3015;2818;1;1;0;0;0;0;28181;297.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
153;0;3017;2866;1;1;0;0;0;0;28662;11.250000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
154;0;3018;1362;1;1;0;0;0;0;13622;33.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
155;0;3019;111;1;1;0;0;0;0;1112;84.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
158;0;3023;111;1;1;0;0;0;0;1112;132.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
162;0;3027;116;1;1;0;0;0;0;1162;18.750000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
167;0;3032;2879;1;1;0;0;0;0;28792;46.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
168;0;3033;3342;1;1;0;0;0;0;33421;14.980000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
169;0;3034;1212;1;1;0;0;0;0;12122;72.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
176;0;3041;1072;1;1;0;0;0;0;10721;155.250000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
177;0;3042;2759;1;1;0;0;0;0;27591;396.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
178;0;3044;170;1;1;0;0;0;0;1702;270.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
179;0;3046;2758;1;1;0;0;0;0;27582;98.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
180;0;3050;2624;1;1;0;0;0;0;26242;38.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
181;0;3051;3287;1;1;0;0;0;0;32871;117.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
182;0;3053;2950;1;1;0;0;0;0;29505;563.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
183;0;3055;120;1;1;0;0;0;0;1202;73.500000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
184;0;3056;20;1;1;0;0;0;0;202;34.500000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
185;0;3057;2759;1;1;0;0;0;0;27595;99.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
186;0;3058;2818;1;1;0;0;0;0;28185;1287.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
187;0;3059;3345;1;1;0;0;0;0;33455;22.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
188;0;3060;111;1;1;0;0;0;0;1112;24.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
189;0;3063;176;1;1;0;0;0;0;1762;59.250000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
190;0;3065;2934;1;1;0;0;0;0;29345;95.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
191;0;3066;1212;1;1;0;0;0;0;12125;504.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
192;0;3068;1222;1;1;0;0;0;0;12222;18.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
193;0;3069;2962;1;1;0;0;0;0;29625;38.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
195;0;3071;3316;1;1;0;0;0;0;33161;630.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
196;0;3074;2813;1;1;0;0;0;0;28135;117.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
197;0;3075;3298;1;1;0;0;0;0;32981;39.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
199;0;3077;2630;1;1;0;0;0;0;26302;36.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
200;0;3077;2648;1;1;0;0;0;0;26482;9.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
202;0;3078;2624;1;1;0;0;0;0;26242;19.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
204;0;3079;1222;1;1;0;0;0;0;12222;12.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
205;0;3080;2759;1;1;0;0;0;0;27595;99.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
206;0;3081;82;1;1;0;0;0;0;822;33.750000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
207;0;3082;2761;1;1;0;0;0;0;27612;11.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
210;0;3085;3436;1;1;0;0;0;0;34202;72.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
212;0;3087;1222;1;1;0;0;0;0;12222;6.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
213;0;3088;175;1;1;0;0;0;0;1755;294.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
214;0;3089;2758;1;1;0;0;0;0;27585;49.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
216;0;3090;2758;1;1;0;0;0;0;27581;147.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
218;0;3042;2759;1;1;0;0;0;0;27592;396.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
222;0;3095;1072;1;1;0;0;0;0;10725;155.250000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
224;0;3097;1992;1;1;0;0;0;0;19922;59.250000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
226;0;3098;1222;1;1;0;0;0;0;12222;30.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
227;0;3099;70;1;1;0;0;0;0;702;26.250000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
228;0;3100;2780;1;1;0;0;0;0;27805;99.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
229;0;3106;2658;1;1;0;0;0;0;26585;9.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
231;0;3109;2867;1;1;0;0;0;0;28675;207.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
232;0;3108;2841;1;1;0;0;0;0;28411;119.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
233;0;3111;2759;1;1;0;0;0;0;27592;198.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
239;0;3115;82;1;1;0;0;0;0;822;11.250000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
240;0;3117;2914;1;1;0;0;0;0;29141;93.750000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
241;0;3119;2758;1;1;0;0;0;0;27585;49.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
242;0;3120;2706;1;1;0;0;0;0;27061;95.200000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
245;0;3125;1222;1;1;0;0;0;0;12222;24.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
246;0;3126;2976;1;1;0;0;0;0;29761;156.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
248;0;3128;1222;1;1;0;0;0;0;12222;12.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
249;0;3129;2780;1;1;0;0;0;0;27805;198.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
250;0;3130;119;1;1;0;0;0;0;1191;158.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
251;0;3131;9;1;1;0;0;0;0;92;27.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
253;0;3133;2841;1;1;0;0;0;0;28411;119.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
256;0;3136;3365;1;1;0;0;0;0;33652;102.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
264;0;3140;2866;1;1;0;0;0;0;28662;22.500000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
266;0;3143;1942;1;1;0;0;0;0;19422;39.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
268;0;3144;2811;1;1;0;0;0;0;28112;189.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
269;0;3146;2758;1;1;0;0;0;0;27585;49.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
270;0;3147;3102;1;1;0;0;0;0;31025;70.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
272;0;3148;119;1;1;0;0;0;0;1195;79.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
273;0;3149;2818;1;1;0;0;0;0;28185;2871.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
274;0;3150;2798;1;1;0;0;0;0;27981;29.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
276;0;3152;120;1;1;0;0;0;0;1201;73.500000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
278;0;3154;3415;1;1;0;0;0;0;34132;1540.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
279;0;3155;1982;1;1;0;0;0;0;19822;60.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
280;0;3134;2623;1;1;0;0;0;0;26231;380.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
281;0;3157;3104;1;1;0;0;0;0;31041;21.666667;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
282;0;3158;180;1;1;0;0;0;0;1802;19.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
283;0;3158;772;1;1;0;0;0;0;7722;12.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
285;0;3161;3370;1;1;0;0;0;0;33705;39.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
288;0;3163;140;1;1;0;0;0;0;1401;19.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
289;0;3164;2659;1;1;0;0;0;0;26595;3402.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
291;0;3169;222;1;1;0;0;0;0;2222;14.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
292;0;3170;1292;1;1;0;0;0;0;12925;190.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
293;0;3171;2945;1;1;0;0;0;0;29451;936.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
295;0;3173;1222;1;1;0;0;0;0;12222;18.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
296;0;3174;2952;1;1;0;0;0;0;29521;138.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
297;0;3175;1612;1;1;0;0;0;0;16121;26.250000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
298;0;3176;2962;1;1;0;0;0;0;29625;133.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
301;0;3179;133;1;1;0;0;0;0;1331;58.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
302;0;3180;2811;1;1;0;0;0;0;28112;63.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
303;0;3181;2915;1;1;0;0;0;0;29151;267.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
308;0;3185;2758;1;1;0;0;0;0;27585;98.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
309;0;3186;83;1;1;0;0;0;0;832;11.250000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
310;0;3187;55;1;1;0;0;0;0;552;119.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
312;0;3188;3342;1;1;0;0;0;0;33421;224.700000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
313;0;3190;2758;1;1;0;0;0;0;27585;343.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
317;0;3194;2701;1;1;0;0;0;0;27015;39.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
318;0;3195;2779;1;1;0;0;0;0;27795;164.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
319;0;3196;82;1;1;0;0;0;0;822;33.750000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
320;0;3197;2701;1;1;0;0;0;0;27015;39.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
322;0;3199;42;1;1;0;0;0;0;425;10.500000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
323;0;3201;121;1;1;0;0;0;0;1211;103.500000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
325;0;3204;2758;1;1;0;0;0;0;27585;49.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
328;0;3206;2818;1;1;0;0;0;0;28185;99.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
331;0;3207;2820;1;1;0;0;0;0;28201;390.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
332;0;3207;3315;1;1;0;0;0;0;34198;202.500000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
333;0;3209;2681;1;1;0;0;0;0;26811;25.500000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
334;0;3211;2758;1;1;0;0;0;0;27585;49.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
335;0;3212;2867;1;1;0;0;0;0;28675;155.250000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
336;0;3213;3356;1;1;0;0;0;0;33562;54.540000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
337;0;3214;180;1;1;0;0;0;0;1802;57.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
338;0;3215;2971;1;1;0;0;0;0;29712;141.380000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
341;0;3218;85;1;1;0;0;0;0;852;51.750000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
342;0;3220;2934;1;1;0;0;0;0;29345;95.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
344;0;3222;2759;1;1;0;0;0;0;27591;198.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
345;0;3223;2701;1;1;0;0;0;0;27012;117.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
347;0;3227;2759;1;1;0;0;0;0;27595;99.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
348;0;3228;133;1;1;0;0;0;0;1332;29.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
349;0;3229;116;1;1;0;0;0;0;1161;56.250000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
356;0;3235;3093;1;1;0;0;0;0;30935;62.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
357;0;3237;2;1;1;0;0;0;0;22;14.250000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
358;0;3239;1222;1;1;0;0;0;0;12222;18.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
359;0;3240;2012;1;1;0;0;0;0;20122;80.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
360;0;3241;92;1;1;0;0;0;0;922;21.750000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
362;0;3244;3007;1;1;0;0;0;0;30071;345.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
363;0;3245;1222;1;1;0;0;0;0;12222;12.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
367;0;3249;2844;1;1;0;0;0;0;28441;99.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
370;0;3253;2759;1;1;0;0;0;0;27595;297.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
371;0;3254;109;1;1;0;0;0;0;1092;72.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
372;0;3255;2825;1;1;0;0;0;0;28255;636.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
373;0;3256;2841;1;1;0;0;0;0;28411;119.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
377;0;3259;1982;1;1;0;0;0;0;19822;15.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
378;0;3260;3103;1;1;0;0;0;0;31035;145.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
379;0;3261;2758;1;1;0;0;0;0;27585;147.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
383;0;3265;1982;1;1;0;0;0;0;19821;15.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
384;0;3268;3370;1;1;0;0;0;0;33705;156.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
385;0;3269;342;1;1;0;0;0;0;3422;30.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
386;0;3272;83;1;1;0;0;0;0;832;337.500000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
388;0;3274;2868;1;1;0;0;0;0;28681;55.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
390;0;3277;3159;1;1;0;0;0;0;31595;320.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
391;0;3279;9;1;1;0;0;0;0;92;27.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
392;0;3283;3435;1;1;0;0;0;0;34194;155.250000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
393;0;3284;1222;1;1;0;0;0;0;12222;18.000000;1;0.000000;0;amount;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
